original_rna_sample_id,pc(16:0_18:1)_c30pos,pc(36:2)_c30pos,sm(d34:1)_c30pos,pc(16:0_16:0)_c30pos,pc(32:1)_c30pos,pc(36:1)_c30pos,pc(34:2)_c30pos,pc(36:4)_c30pos,pc(38:4)_c30pos,pc(38:5)_c30pos,pc(30:0)_c30pos,pc(35:4)_c30pos,pc(o-16:0_18:1)_c30pos,pc(38:6)_c30pos,pc(33:1)_c30pos,pc(34:0)_c30pos,pe(p-16:0_20:4)_c30pos,pe(p-16:0_22:6)_c30pos,pc(40:6)_c30pos,pi(20:4_18:0)_c30pos,pc(35:1)_c30pos,pe(22:6_18:0)_c30pos,ps(18:0_18:1)_c30pos,pc(o-32:0)_c30pos,pe(16:0_18:1)_c30pos,pc(o-36:4)_c30pos,pc(o-38:5)_c30pos,lpc(16:0)_c30pos,pe(p-18:0_20:4)_c30pos,pe(p-16:0_22:5)_c30pos,pe(p-16:0_22:5)_c30pos.1,lpc(18:0)_c30pos,pc(40:7)_c30pos,sm(d42:2)_c30pos,pc(o-34:0)_c30pos,sm(24:0_d18:1)_c30pos,pc(36:3)_c30pos,pc(o-37:7)_c30pos,pc(35:2)_c30pos,pc(38:2)_c30pos,pc(o-38:6)_c30pos,sm(d34:2)_c30pos,ps(40:6)_c30pos,pc(38:3)_c30pos,sm(d34:0)_c30pos,pi(20:4_18:1)_c30pos,pe(p-16:0_22:4)_c30pos,pc(31:0)_c30pos,pc(o-38:4)_c30pos,pe(20:4_18:1)_c30pos,pc(36:5)_c30pos,pc(o-34:2)_c30pos,sm(d40:1)_c30pos,pc(o-39:10)_c30pos,pc(o-39:10)_c30pos.1,sm(d42:3)_c30pos,cer(d18:1_24:0)_c30pos,pc(o-37:8)_c30pos,pc(o-37:8)_c30pos.1,pc(o-37:8)_c30pos.2,pe(p-18:1_16:0)_c30pos,cer(d18:1_16:0)_c30pos,pc(37:2)_c30pos,co(q10)_c30pos,pe(20:4_16:0)_c30pos,pe(p-18:0_22:5)_c30pos,pc(33:0)_c30pos,sm(d32:1)_c30pos,pe(22:6_16:0)_c30pos,pc(32:2)_c30pos,hex1cer(24:0_d18:1)_c30pos,sm(d20:1_16:0)_c30pos,pc(34:3)_c30pos,pe(p-18:0_22:4)_c30pos,pe(22:6_18:1)_c30pos,tg(17:3_18:1_21:2)_c30pos,pe(p-16:0_22:5)_c30pos.2,pe(p-16:0_22:5)_c30pos.3,pe(38:3)_c30pos,pe(40:5)_c30pos,pe(38:4)_c30pos,tg(18:1_16:0_22:6)_c30pos,pc(37:7)_c30pos,ps(38:3)_c30pos,sm(d33:1)_c30pos,pc(o-38:7)_c30pos,ps(34:1)_c30pos,ps(40:5)_c30pos,ps(40:5)_c30pos.1,pc(40:4)_c30pos,pe(40:4)_c30pos,pc(o-35:8)_c30pos,tg(16:0_18:1_22:4)_c30pos,pc(p-37:9)_c30pos,cer(d18:1_24:1)_c30pos,ps(22:4_18:0)_c30pos,pi(38:3)_c30pos,pi(20:4_16:0)_c30pos,pc(o-40:6)_c30pos,pi(36:1)_c30pos,pc(o-37:8)_c30pos.3,pc(o-37:8)_c30pos.4,pc(o-37:8)_c30pos.5,hex1cer(16:0_d18:1)_c30pos,sm(d35:1)_c30pos,pe(36:4)_c30pos,ps(20:4_18:0)_c30pos,pe(36:3)_c30pos,pi(20:3_18:0)_c30pos,pi(36:3)_c30pos,ps(18:0_18:2)_c30pos,pc(o-37:9)_c30pos,pc(o-39:10)_c30pos.2,pc(o-39:10)_c30pos.3,cer(d18:2_24:0)_c30pos,pc(o-33:6)_c30pos,pc(31:1)_c30pos,pe(p-18:1_22:5)_c30pos,pe(p-18:1_22:5)_c30pos.1,pg(22:6_22:6)_c30pos,tg(18:0_20:4_20:4)_c30pos,hex1cer(24:1_d18:1)_c30pos,pe(34:2)_c30pos,pe(34:2)_c30pos.1,ps(18:1_18:1)_c30pos,ps(42:9)_c30pos,pe(o-17:1_20:4)_c30pos,pc(o-14:1_22:6)_c30pos,pe(34:2)_c30pos.2,pe(34:2)_c30pos.3,pe(20:5_18:1)_c30pos,pe(42:1)_c30pos,pe(p-18:1_22:5)_c30pos.2,pe(p-18:1_22:5)_c30pos.3,pe(38:5)_c30pos,cer(d16:1_24:0)_c30pos,hex1cer(22:0_d18:1)_c30pos,pi(38:5)_c30pos,tg(36:3_22:6)_c30pos,pc(o-37:8)_c30pos.6,pc(o-37:8)_c30pos.7,pc(o-37:8)_c30pos.8,ps(40:5)_c30pos.2,ps(40:5)_c30pos.3,tg(20:0_14:0_22:6)_c30pos,pi(40:6)_c30pos,hex3cer(d42:1)_c30pos,ps(39:6)_c30pos,hex3cer(d42:2)_c30pos,tg(42:10_18:1)_c30pos,palmitoylcarnitine_hilica,5-methylthioadenosine (mta)_hilica,adenine_hilica,creatinine_hilica,hypoxanthine_hilica,riboflavin (vitamin b2)_hilica,cytosine_hilica,serotonin_hilica,serotonin_hilica.1,serotonin_hilica.2,serotonin_hilica.3,guanine_hilica,pantothenate (vitamin b5)_hilica,cytidine_hilica,cytidine_hilica.1,l-phenylalanine_hilica,tryptophan_hilica,butyrylcarnitine_hilica,leucine_hilica,kynurenine_hilica,1-methylnicotinamide_hilica,cytidine_hilica.2,cytidine_hilica.3,propionylcarnitine_hilica,isoleucine_hilica,guanosine_hilica,betaine_hilica,methionine_hilica,n-acetylputrescine_hilica,n-acetylputrescine_hilica.1,n-acetylputrescine_hilica.2,n-acetylputrescine_hilica.3,thiamine_hilica,acetyl-l-carnitine_hilica,valine_hilica,proline_hilica,l-tyrosine_hilica,methyladenosine_hilica,pipecolate_hilica,taurine_hilica,l-ergothioneine_hilica,4-guanidinobutyrate_hilica,hypotaurine_hilica,hydroxyproline_hilica,creatine_hilica,carnitine_hilica,threonine_hilica,guanidinoacetate_hilica,homoserine_hilica,acetylarginine_hilica,methionine sulfoxide_hilica,deoxycarnitine_hilica,n-alpha-acetyllysine_hilica,n6-carbamoyl-lysine (homocitrulline)_hilica,glycerophosophocholine_hilica,asparagine_hilica,s-adenosylhomocysteine (sah)_hilica,citrulline_hilica,(s)-(+)-4-amino-3-hydroxybutyric acid_hilica,asymmetric dimethylarginine (adma)_hilica,n-acetylspermidine_hilica,s-lactoylglutathione_hilica,glutamate_hilica,"glutathione, reduced (gsh)_hilica",5-l-glutamyl-taurine_hilica,aspartate_hilica,trimethyllysine_hilica,homoarginine_hilica,carnosine_hilica,flavin adenine dinucleotide (fad)_hilica,arginine_hilica,anserine_hilica,n-acetyl-1-aspartylglutamic acid_hilica,gamma-glutamylglycine_hilica,lysine_hilica,ornithine_hilica,nicotinamide adenine dinucleotide (nad+)_hilica,adenosine 5'-diphosphoribose_hilica,s-adenosylmethionine (sam)_hilica,cytidine 5'-diphosphocholine_hilica,cdp-choline_hilica,cystathionine_hilica,cdp-ethanolamine_hilica,methylpicolinate_hilica,udp-n-acetylglucosamine (udp-glcnac)_hilica,saccharopine_hilica,glutamyl-glutamic acid_hilica,phosphocreatine_hilica,tentative.gdp-fucose_hilica,guanosine 5'-diphosphate (gdp)_hilica,"glutathione, oxidized (gssg)_hilica",5-aminolevulinic acid_ip,beta-alanine_ip,glycine_ip,serine_ip,cystathionine_ip,asparagine_ip,alanine_ip,sarcosine_ip,glutamine_ip,taurine_ip,4-hydroxyproline_ip,dimethylglycine_ip,l-citrulline_ip,threonine_ip,creatine_ip,proline_ip,valine_ip,o-phosphorylethanolamine_ip,uracil_ip,methionine_ip,hypoxanthine_ip,pyridoxine_ip,tyrosine_ip,isoleucine_ip,uridine_ip,leucine_ip,inosine_ip,phenylalanine_ip,istd-d5-glutamate_ip,glutamate_ip,aspartate_ip,n-glycolylneuraminic acid_ip,galactonic acid_ip,threonic acid_ip,gluconic acid_ip,gln-glu_ip,cdp-ethanolamine_ip,n-acetylneuraminic acid_ip,n-acetyl-serine_ip,o-acetyl-serine_ip,glucose 6-phosphate_ip,n-acetyl-l-glutamine_ip,lactate_ip,pyroglutamic acid_ip,galactose-1p_ip,orotidine_ip,ribose-phosphate_ip,tryptophan_ip,fructose-6-phosphate_ip,gamma-glu-cys_ip,mannose-1-phosphate_ip,glycerol-3-phosphate_ip,ophthalmate_ip,l-glutathione (reduced)_ip,xylulose-5-p_ip,n-acetylalanine_ip,nad+_ip,cmp_ip,pyruvate_ip,dihydroxyacetone phosphate_ip,ump_ip,imp_ip,pantothenic acid_ip,succinate_ip,ureidosuccinic acid_ip,l-glutathione oxidized_ip,phosphocreatine_ip,malate_ip,d-a-hydroxyglutaric acid_ip,n-acetyl-l-aspartic acid_ip,n-acetylglutamate_ip,udp-n-acetylglucosamine_ip,gdp-mannose_ip,fumarate_ip,3-phosphoglyceric acid_ip,fructose 1-6 bp_ip,udp_ip,gdp_ip,pyridoxal-5-phosphate_ip,ascorbic acid_ip,citric acid_ip,phosphoenolpyruvate_ip,adp_ip,alpha-ketomethylvalerate_ip,alpha-ketoisocaproate_ip,bisphosphoglycerate_ip,udp-alpha-d-glucuronic acid_ip,ctp_ip,gtp_ip,utp_ip,atp_ip,pc(18:1_18:1)_c30pos,pc(18:1_18:0)_c30pos,pc(20:4_16:0)_c30pos,pc(20:4_18:0)_c30pos,pc(o-34:1)_c30pos,lpc(18:0)_c30pos.1,lpc(16:0)_c30pos.1,pe(36:1)_c30pos,tg(15:0_15:0_17:1)_c30pos,pc(36:3)_c30pos.1,pc(36:3)_c30pos.2,pc(36:3)_c30pos.3,tg(16:0_18:1_22:5)_c30pos,tg(18:1_18:1_22:5)_c30pos,ps(18:1_18:0)_c30pos,pe(34:1)_c30pos,pc(o-35:6)_c30pos,lpc(18:1)_c30pos,lpc(18:1)_c30pos.1,pc(40:5)_c30pos,pc(40:5)_c30pos.1,sm(d42:1)_c30pos,pe(18:0_22:6)_c30pos,pc(40:5)_c30pos.2,pc(40:5)_c30pos.3,tg(26:7_14:0_18:1)_c30pos,pe(p-18:0_22:6)_c30pos,tg(15:2_18:1_23:4)_c30pos,tg(18:1_20:4_20:4)_c30pos,tg(39:7_21:2)_c30pos,pe(o-40:6)_c30pos,tg(18:1_18:1_24:5)_c30pos,sm(d36:1)_c30pos,pe(36:2)_c30pos,pc(40:4)_c30pos.1,tg(16:1_18:2_18:2)_c30pos,tg(17:1_16:0_25:4)_c30pos,pe(38:3)_c30pos.1,lpe(20:4)_c30pos,tg(34:2_22:6)_c30pos,pe(22:7_18:0)_c30pos,pc(36:5)_c30pos.1,pc(36:5)_c30pos.2,pc(36:5)_c30pos.3,pc(37:4)_c30pos,lpc(18:0)_c30pos.2,lpc(18:0)_c30pos.3,pc(o-36:1)_c30pos,pe(p-18:1_22:6)_c30pos,lpc(16:0)_c30pos.2,lpc(16:0)_c30pos.3,pc(40:4)_c30pos.2,pc(40:4)_c30pos.3,pc(42:5)_c30pos,lpc(30:0)_c30pos,pc(42:9)_c30pos,pc(o-32:1)_c30pos,tg(16:0_22:4_22:6)_c30pos,tg(38:5_22:6)_c30pos,cer(d18:1_22:0)_c30pos,pe(35:1)_c30pos,lpc(18:1)_c30pos.2,lpc(18:1)_c30pos.3,pc(42:8)_c30pos,lpe(22:6)_c30pos,pe(o-18:2_22:5)_c30pos,sm(d41:2)_c30pos,lpc(17:0)_c30pos,tg(16:1_16:1_18:2)_c30pos,tg(36:1_22:6)_c30pos,lpe(22:5)_c30pos,ps(40:4)_c30pos,sm(d40:2)_c30pos,pe(38:5)_c30pos.1,pc(35:3)_c30pos,sm(d36:2)_c30pos,pc(o-40:7)_c30pos,pc(o-36:3)_c30pos,tg(34:0_22:6)_c30pos,pe(p-17:0_20:4)_c30pos,lpc(22:5)_c30pos,pe(38:5)_c30pos.2,pe(38:5)_c30pos.3,pc(39:9)_c30pos,hex2cer(d40:1)_c30pos,pe(38:3)_c30pos.2,pe(38:3)_c30pos.3,pe(o-42:10)_c30pos,tg(o-15:1_22:5_19:0)_c30pos,cer(d18:0_16:0)_c30pos,hex3cer(d34:1)_c30pos,palmitoyl sphingomyelin_hilica,nicotinamide_hilica,cysteine-s-sulfate_hilica,acetylornithine_hilica,n-acetylneuraminate_hilica,2-aminoadipate_hilica,ophthalmate_hilica,phosphoserine_ip,amp_ip,alpha-ketoglutarate_ip,flavin mononucleotide (fmn)_ip
mc00409_1_05_2day,415754827.7,89603634.54,86644750.02,75740896.58,72977946.47,50366970.5,51097125.21,32104460.75,14588643.77,15056902.5,21550700.71,16485003.63,15785477.61,14028795.44,11146424.43,11988258.52,12355341.89,12900711.07,6531104.087,7952817.769,11207740.2,7107192.909,6173547.056,9661814.423,8643560.727,7715142.195,2579412.307,4993857.674,6796555.92,6318329.319,1981526.808,5084765.463,5567747.396,6828142.957,6943013.028,6055657.47,6105667.384,5927737.959,7123397.123,4067890.227,5421052.386,4083489.725,4218028.643,3844293.359,3801646.282,2823188.484,3415102.95,3785808.138,2431742.105,3197746.136,2297420.852,2683957.507,2659506.4,2712527.109,908046.7282,2740380.559,2224933.467,2361396.323,1070152.041,540332.3859,2304214.361,1351431.299,2008885.885,2272219.437,2340918.574,1904065.433,2495339.861,2284133.113,2068315.856,1785393.402,1644339.12,2069212.299,1275088.058,1718635.066,2027346.444,161525.1618,6318329.319,1981526.808,1624350.44,1402118.735,1714123.86,399937.5321,1983375.338,1287576.808,1730341.529,1220009.326,1235853.516,1252491.544,520848.0228,921082.4622,1129105.215,1629900.368,76869.88698,1609355.42,879224.7117,996750.8769,1131174.574,1026716.681,1496538.028,666915.2505,2361396.323,1070152.041,540332.3859,688662.2753,732974.187,1032427.252,795756.8351,774905.721,858384.8638,791058.2954,669376.5454,853420.567,2712527.109,908046.7282,690747.8028,711464.0097,966203.5699,650722.8444,882853.4974,666248.6671,105505.1211,568267.0592,700600.4959,626345.547,540193.3946,657121.4354,603674.1303,656264.0695,700600.4959,626345.547,578694.2717,682153.2292,650722.8444,882853.4974,656257.5815,357631.2033,400711.2545,499095.8257,44074.9463,2361396.323,1070152.041,540332.3859,1252491.544,520848.0228,186231.493,365238.2073,293392.0203,242831.5144,156234.6832,10157.64261,14522,1135324,5417809,57914336,20552,31092,587449,237416.0,35530.0,237416.0,35530.0,14522.0,1648292,52225,52061,25145428,3674330,8858516,16492103,57807,228945504,52225,52061,39739752,19461380,17319.0,33363922,4106886,294233,3164585.0,294233.0,3164585.0,13423570,33293814,25873864.0,22709032,10962730,96212,22101.0,6620165,47110.0,210937,679845,730186,142237696,84040192,5034419,37518,5328039,39533,2796907,7112531,5773.0,22369,3960245,295236,83757.0,466938,5812016.0,566661,794189,64320.0,126742688,53814188,116311,2757713,723107,20406,112655,77552,32801330,1971.0,1010366,144979.0,7400754,506843.0,9236391,164064,711126.0,32672,41443,524247,91482,277561,11856075,35474,14384,5904297,136153,50731,2652288,30532,2811778,3238852,3388572,166947,66522,3081336,3177128.0,13268328,15962860,9695,34094.0,46293,8457410,1289296,1086349,4582821,10756,16865,709698,0,246419,8828419,5503904,16784,5529674,13335.0,2892591,48922800,41862700,21560214,28219.0,1602886.0,1418668,3387559.0,118526616.0,28189.0,632136,251289,669499.0,113492.0,291740,173754048,48251984,529793.0,69734.0,511899,5318703,399872.0,37419.0,93462.0,888640,31943.0,123982480,48347.0,495608,898432,18543.0,5951197,471426,154557,9105.0,4860881,5085430,501147,786202,9544631,17764870,293923.0,50005424,1746564,2422759,5408.0,913604,4058245,2018620,1004140,98245.0,282359,343582,20145012,122645.0,1161519,3728421,3201647,143936.0,544694,469701,398350,2181275,5851925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mc00409_1_05_2day,166444362.7,,19571358.7,25751579.9,23583849.94,,,,6371457.114,14246895.8,9054536.993,,,4750009.105,7245873.193,10590067.59,,2865304.592,4292280.44,2542435.525,6640968.553,,,4212484.59,,5453913.502,,9456081.044,,446008.0939,,10521722.05,2762533.956,3538035.827,4192001.412,,6945585.748,,3481962.723,2269784.958,1218883.586,2123294.501,1392098.573,3362464.117,1723506.044,,,1978568.561,2725354.888,1834166.548,786279.3013,1551688.503,1850394.983,434841.0579,,1197922.798,1047885.269,199295.5338,,,1239709.42,802052.0932,1420884.537,1035202.953,850435.0191,,1803373.207,1464466.656,525304.9101,,872613.7949,,,1128175.502,754431.8357,,,,1342941.338,,1361703.067,,,614983.3915,1141822.934,510451.4855,289684.2097,809955.7499,,1570428.349,977404.7026,707400.8671,,,609506.2491,,,139057.1965,920022.2829,,,,,442330.9461,627037.7155,,,562036.54,,,,515912.1559,,,,,,,,,,376223.6976,,,,,,,,,,,,,508210.7384,,386473.0002,,,,,,,,,,67267.91493,,,,3164,142842,1508990,45954060,145680,16500,38993,,,,,,4617606,38971,38881,23482866,1835139,1370408,14500606,35692,73076656,38971,38881,10699706,15179376,,18695908,329300,254026,,,,8519646,22353448,,9408453,9103897,58597,,341645,,69448,18971,476939,81392128,20518638,4223340,8204,4261430,9143,7740080,2696172,,14654,28768896,174714,,341386,,219666,2146284,,55961384,25950142,42777,2672028,233940,64930,94570,80371,14468817,,370640,,6546273,,5918237,120078,,47584,47571,332907,56571,167442,9010037,49913,76691,47347,75443,43234,5363515,34337,535410,965209,2045033,33367,29879,1374570,,7558791,2911083,32306,,22726,3890165,1123630,517815,3724744,6112,32028,55663,12083,432749,7894118,5375228,26407,6655416,,2345311,85260856,31285722,15173964,,,990278,,,,560560,130319,,,159738,67133456,39960992,,,370472,1920729,,,,905095,,71796800,,122497,476362,,5308003,596200,92617,,6836794,7539244,12652,543429,1285685,6557001,,17568500,574687,1937152,,619265,2758974,1069581,402099,,192015,202509,39447088,,563098,329966,403181,,288012,307443,154506,1131241,2739500,37225358.22,34178422.89,18980027.1,20086678.22,10703641.21,1138580.584,1059657.502,9020477.955,4741911.607,8023683.195,6945585.748,8023683.195,4354602.411,2252155.446,3841924.168,2542164.549,3438704.957,3776825.679,802248.887,2249820.581,2578584.215,2966073.308,2898842.458,2249820.581,2578584.215,1637850.217,2387137.534,1464752.218,1683217.983,1244242.212,2023237.361,1137706.272,1319121.183,1595192.356,1061036.91,1138435.646,1119240.633,187657.1966,199044.4099,953177.0016,1228071.345,902980.0691,786279.3013,902980.0691,1109184.247,10521722.05,1138580.584,1122072.029,753172.5912,9456081.044,1059657.502,1570428.349,1061036.91,1069416.053,597220.8212,812513.2159,574886.0961,325501.7066,439686.6544,306445.6367,668443.9492,3776825.679,802248.887,607524.0442,94278.93222,475619.413,399974.4841,551797.0062,419208.2933,499472.2235,82620.3213,390281.5726,304364.3427,383669.3092,517409.9473,359376.3313,439070.0642,565449.7012,334966.2009,456212.2714,370934.4696,508210.7384,383669.3092,365244.7761,399279.5934,1342941.338,187657.1966,344897.725,210856.3122,87139.46176,52096.18343,1133.0,83944.0,42540.0,81902.0,208296.0,240997.0,55510.0,1134926.0,52664.0,306757.0,
mc00409_2_05_2day,437857884.5,88452681.89,88201542.22,74068363.11,71683818.44,45158526.6,48711549.84,29903517.56,13421228.34,13992969.58,23592007.8,13455463.06,16853515.85,12668022.47,10157624.91,11223515.72,10533581.14,11647228.56,5763772.891,8021400.078,7789887.482,6705358.337,8621111.716,9366003.606,6975049.255,9412054.29,2551583.101,4627061.418,5930970.504,5344015.114,1662032.276,4572755.34,5740009.115,6319986.595,6029253.32,5857470.948,6760861.737,5079528.228,7310497.686,4371777.241,1820353.76,3400052.226,5486588.415,5670713.332,3462576.372,2458681.476,3000155.532,4377139.723,2664157.557,3027525.466,2524948.305,1487352.186,2028057.433,2565631.763,891441.5571,2678605.866,2234292.778,1938820.58,969646.7348,477543.6387,2066566.133,1315438.307,2183036.227,2141040.546,2033572.813,1633478.16,2104341.492,2415112.88,1800697.614,1631340.205,1626760.504,2211998.143,1376407.797,1431230.485,1782712.394,157038.0721,5344015.114,1662032.276,1427896.248,1269350.193,1607199.434,381631.5054,1861495.79,1687046.591,1796032.108,1246903.688,1654516.932,1632512.173,606408.6012,910043.0108,1005994.519,1569322.713,92832.67982,1529831.622,903894.906,1185507.622,1016965.245,874955.6667,1140546.384,680428.656,1938820.58,969646.7348,477543.6387,717789.1216,748676.9218,847796.4861,976381.9794,641139.3322,674408.3383,793831.3564,804253.7186,860843.6113,2565631.763,891441.5571,626909.357,605841.6371,702870.8159,496011.6513,604941.2167,319283.1596,149859.6886,553472.1,720661.6995,549115.7333,716301.3151,783039.9282,509913.7095,474412.4843,720661.6995,549115.7333,502540.7162,592466.5784,496011.6513,604941.2167,603374.8594,344822.1877,377009.961,467056.764,53209.1264,1938820.58,969646.7348,477543.6387,1632512.173,606408.6012,161387.8503,357369.7734,282540.0455,312958.4885,165022.6463,13062.28427,5389,1285363,8344322,70144104,23053,14557,384734,320898.0,32562.0,320898.0,32562.0,16713.0,1560705,50215,49779,20852648,3244423,6952322,12021295,49391,229531824,50215,49779,37102516,15596988,12346.0,30837126,2817005,834072,2859403.0,834072.0,2859403.0,10595999,37474192,23475704.0,20101286,9293200,72038,13684.0,2881264,52503.0,124092,566100,569628,131420360,67044368,4226238,39238,4387089,17469,2741376,6240807,8550.0,12098,3917291,226591,60085.0,300101,4701953.0,327724,1283288,69458.0,109687320,34141028,111519,2415578,368417,3432,80901,68059,18686086,2134.0,919221,116128.0,4713377,223917.0,8146115,127437,708855.0,28049,27909,518721,60081,209519,10521189,30267,22069,488676,114498,43648,3370909,23657,3166887,3007968,2505195,125846,47812,3354476,3457976.0,10538323,12124370,26209,22796.0,36294,6651805,1509620,1203882,3895626,7599,11850,534256,0,285665,8188218,5042844,14408,4877309,6277.0,7964043,103145312,67863272,24687338,20785.0,1484788.0,1212265,2981012.0,112552984.0,15467.0,738464,245092,529636.0,99099.0,257300,78700624,30758152,706354.0,43859.0,535465,4074938,599385.0,37760.0,125044.0,839669,36743.0,116882416,68617.0,371373,861340,21599.0,1860543,521203,141284,1876.0,4260369,6704934,396841,792559,5692559,18081574,269644.0,51433584,1697458,2599316,4960.0,599492,5489088,3624760,1037446,88907.0,392080,112232,16945056,110412.0,1099343,1165087,1205455,149185.0,517357,527663,357112,2148464,6054688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mc00409_2_05_2day,142030688.0,,16445594.98,23813931.62,20661341.83,,,,4405873.989,14367849.49,7182327.533,,,3505637.66,7427538.75,9988940.716,,1246504.259,3526405.513,5061357.01,4564183.645,,,3923713.872,,4229317.77,,8153544.99,,146970.3854,,9324262.69,2346488.901,3021307.77,3943192.199,,6899939.912,,2983223.488,1457482.7,960063.4912,1490913.104,854635.4873,2732440.809,1562779.919,,,2090873.268,2485311.161,1435784.034,664289.1575,1194288.176,1504616.761,426049.9443,,1015354.109,955042.9044,86719.82476,,,530721.1458,748089.5489,978900.4104,773600.2629,592981.6776,,1663529.873,901162.3572,433554.0162,,773129.9483,,,458009.3313,524135.5951,,,,956707.2078,,1007140.872,,,381919.64,854605.1708,354192.1413,172703.386,525330.0411,,1298929.79,680152.8268,331918.0086,,,504927.9483,,,284834.0788,511905.7692,,,,,376966.8178,530131.7309,,,425198.7814,,,,246180.6177,,,,,,,,,,320432.6066,,,,,,,,,,,,,302161.448,,312254.2955,,,,,,,,,,58185.25785,,,,3152,1261304,1946204,8523349,196121,20333,75515,,,,,,4925228,33415,33421,15279965,875749,1468967,11415797,27593,70076712,33415,33421,11128516,11684247,,20721028,3574,217468,,,,7602331,22105944,,4526460,6931937,55080,,298515,,349069,0,268793,66804312,22734562,3251912,9367,3201849,41318,2495222,2765755,,11205,31451534,105750,,267528,,164507,589562,,49562884,193217,96465,2451521,209424,63904,67791,94158,10720701,,418682,,3603473,,5372396,331882,,48384,48496,8082,45915,162369,9168015,45063,71865,16281734,90791,43068,3595839,19769,446674,791809,1640600,0,11611,1087045,,6162747,1766632,19727,,21195,3151395,902095,222980,2877962,9215,38121,0,11652,336860,5626885,4180720,28671,5099450,,1504345,84468280,27728398,14835944,,,1260314,,,,228767,179418,,,349028,73060344,51442132,,,682383,784141,,,,651454,,459129,,197596,433833,,1559158,622462,394992,,7818972,16536427,12512,402560,5293535,6340818,,18515162,717681,2067504,,776205,3009583,1584918,841814,,130140,177516,41904872,,1069549,297041,332339,,362261,385710,260252,1442559,3759777,37416627.72,29281484.49,17004802.71,18405398.2,9386702.394,962420.6466,1158658.456,6681459.243,1410279.497,6972543.399,6899939.912,6972543.399,3841473.875,2790454.426,2272687.958,2008353.556,1342157.056,1880932.961,731070.1204,2771092.071,1882140.112,2449703.871,2092474.167,2771092.071,1882140.112,1446923.138,1075285.637,1274709.073,1175910.09,1017853.329,851631.9995,998085.6532,1094904.334,1139284.754,1116782.32,992521.4887,1018230.274,133505.8441,1522872.62,823777.67,934357.7311,625185.0003,664289.1575,625185.0003,988928.3414,9324262.69,962420.6466,928529.6039,298599.2849,8153544.99,1158658.456,1298929.79,1116782.32,542447.2381,535125.1122,697552.8215,464877.728,168423.5484,376794.3285,258475.5948,593492.9315,1880932.961,731070.1204,527143.6252,708907.0597,156373.5512,329937.2803,471770.7479,323783.4043,441764.7829,634544.4576,251705.5207,245851.6307,295361.7751,352972.2467,270687.5287,467198.7114,466537.1797,313752.4787,190344.2344,255527.5195,302161.448,295361.7751,246118.598,375797.7492,956707.2078,133505.8441,145525.7218,168784.0871,89766.05952,45681.61532,0.0,1170732.0,39542.0,110575.0,121977.0,218511.0,50873.0,1136171.0,59093.0,349375.0,
